UserId;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;Education;Occupation;HouseOwnerFlag;TotalChildren;NumberChildrenAtHome;NumberCarsOwned;DateFirstPurchase;CommuteDistance
daisy10;Daisy;Blanco;1962-11-05;M;F;150000,00;High School;Professional;1;2;3;4;2014-01-25;0-1 Miles
heather16;Heather;Liang;1968-02-17;M;F;150000,00;High School;Professional;1;2;4;3;2011-06-01;0-1 Miles
damien20;Damien;Xie;1962-05-24;M;M;100000,00;Partial College;Professional;1;2;3;4;2013-11-24;5-10 Miles
donna4;Donna;Tang;1961-09-11;M;F;120000,00;High School;Professional;1;3;4;4;2013-04-27;5-10 Miles
kelvin10;Kelvin;Raje;1962-03-12;M;M;120000,00;High School;Professional;0;3;4;4;2012-04-10;5-10 Miles
glenn14;Glenn;Sun;1967-11-29;M;M;120000,00;High School;Professional;1;3;4;4;2012-04-23;5-10 Miles
lindsay8;Lindsay;Lal;1962-02-12;M;F;120000,00;High School;Professional;1;3;4;4;2013-10-06;5-10 Miles
brianna24;Brianna;Stewart;1961-12-01;M;F;170000,00;Partial College;Professional;1;3;3;4;2011-07-07;5-10 Miles
isabella32;Isabella;Diaz;1961-04-18;M;F;110000,00;Partial College;Professional;1;3;4;4;2013-03-15;10+ Miles
mindy26;Mindy;Raji;1977-12-01;M;F;110000,00;Partial College;Professional;1;3;4;4;2012-04-12;5-10 Miles
willie4;Willie;Liu;1960-11-19;S;M;130000,00;Partial College;Professional;0;3;4;3;2011-08-04;0-1 Miles
jim4;Jim;Rodman;1966-09-09;M;F;130000,00;Partial College;Professional;1;3;4;3;2011-08-14;5-10 Miles
kendra15;Kendra;Blanco;1950-02-22;M;F;110000,00;Bachelors;Management;1;3;4;4;2013-06-13;10+ Miles
jessie19;Jessie;Gao;1950-04-27;S;M;130000,00;Bachelors;Management;0;3;4;3;2011-08-31;0-1 Miles
tasha7;Tasha;Yuan;1949-11-08;M;F;130000,00;Bachelors;Management;1;3;4;4;2013-07-09;0-1 Miles
george20;George;Mehta;1950-08-11;M;M;110000,00;Bachelors;Management;0;3;4;4;2013-07-07;5-10 Miles
nicolas20;Nicolas;Anand;1962-02-08;M;M;130000,00;Partial College;Professional;0;4;4;4;2011-11-23;5-10 Miles
dustin21;Dustin;Raji;1951-12-16;M;M;90000,00;Partial College;Professional;0;5;0;2;2013-05-28;2-5 Miles
patricia8;Patricia;Patel;1957-11-15;M;F;130000,00;Partial College;Professional;1;4;4;4;2011-11-03;5-10 Miles
george24;George;Martinez;1957-08-07;M;M;130000,00;Partial College;Professional;1;4;4;4;2013-04-17;0-1 Miles
allison4;Allison;Gray;1952-04-10;S;F;170000,00;Bachelors;Management;0;4;4;4;2013-10-06;0-1 Miles
caroline23;Caroline;Diaz;1959-01-21;M;F;80000,00;Partial College;Professional;1;4;2;2;2013-08-19;10+ Miles
megan40;Megan;Ward;1975-05-17;M;F;90000,00;Partial College;Professional;1;4;2;1;2013-11-19;10+ Miles
brett2;Brett;Patel;1960-05-13;M;M;130000,00;Partial College;Professional;1;3;4;4;2013-04-29;0-1 Miles
stacey22;Stacey;Cai;1959-09-12;M;F;130000,00;High School;Professional;1;4;5;2;2011-12-11;10+ Miles
johnathan2;Johnathan;Kapoor;1959-12-24;S;M;130000,00;High School;Professional;0;4;5;2;2012-01-01;0-1 Miles
sheila9;Sheila;Romero;1960-05-26;M;F;130000,00;High School;Professional;1;4;5;2;2011-12-30;0-1 Miles
martin7;Martin;Kapoor;1958-08-29;M;M;100000,00;Bachelors;Management;0;3;4;3;2013-12-20;2-5 Miles
alexandra60;Alexandra;King;1964-08-29;M;F;100000,00;Partial College;Professional;1;3;4;4;2013-12-03;2-5 Miles
ernest5;Ernest;Huang;1963-03-12;S;M;80000,00;Partial College;Professional;1;4;1;2;2013-03-13;10+ Miles
ruth24;Ruth;Sanchez;1958-05-15;M;F;80000,00;Partial College;Professional;0;4;1;2;2013-11-01;2-5 Miles
desiree12;Desiree;Bradley;1958-05-06;S;F;80000,00;High School;Professional;1;4;1;2;2013-07-27;10+ Miles
kristen1;Kristen;Wang;1973-09-12;M;F;90000,00;High School;Professional;1;4;1;2;2013-06-08;10+ Miles
molly10;Molly;Schmidt;1956-10-23;S;F;110000,00;Partial College;Professional;1;4;5;2;2012-04-14;10+ Miles
emily22;Emily;Lee;1962-05-15;M;F;130000,00;High School;Professional;1;4;5;3;2013-08-27;10+ Miles
clayton9;Clayton;Zhao;1961-10-13;M;M;90000,00;High School;Management;1;4;1;3;2013-05-29;10+ Miles
shannon27;Shannon;Johnston;1956-04-25;M;M;100000,00;Partial College;Management;1;3;4;4;2013-11-02;5-10 Miles
nancy15;Nancy;Raman;1955-09-22;M;F;150000,00;Partial College;Management;1;4;5;4;2013-02-19;0-1 Miles
mackenzie18;Mackenzie;Rogers;1955-05-27;M;F;80000,00;High School;Management;1;5;1;3;2013-11-10;5-10 Miles
todd2;Todd;Zhang;1954-09-16;M;M;100000,00;Partial College;Management;1;3;4;4;2012-04-30;10+ Miles
kara4;Kara;Tang;1954-09-13;M;F;120000,00;High School;Management;1;4;5;3;2013-02-26;10+ Miles
jorge5;Jorge;Liu;1955-03-21;M;M;160000,00;High School;Management;1;4;5;4;2012-01-24;10+ Miles
joel0;Joel;Jordan;1954-04-22;M;M;80000,00;High School;Management;1;5;1;4;2013-08-28;10+ Miles
arthur36;Arthur;Torres;1953-09-20;M;M;80000,00;High School;Management;1;5;1;4;2013-03-30;10+ Miles
karla14;Karla;Andersen;1953-10-30;S;F;80000,00;High School;Management;1;5;1;4;2013-07-10;10+ Miles
janet23;Janet;Ramos;1954-02-14;M;F;130000,00;Bachelors;Professional;1;5;5;4;2013-03-29;0-1 Miles
carly18;Carly;Beck;1953-04-24;M;F;90000,00;Partial High School;Skilled Manual;0;5;0;2;2013-06-10;5-10 Miles
jackson11;Jackson;Powell;1952-11-17;M;M;100000,00;Partial High School;Professional;1;3;5;0;2012-05-06;10+ Miles
kyle20;Kyle;Wang;1952-12-09;M;M;120000,00;High School;Management;0;5;5;4;2013-08-13;10+ Miles
dennis22;Dennis;Hu;1986-01-24;S;M;70000,00;Bachelors;Professional;0;0;0;2;2011-11-01;5-10 Miles
carrie7;Carrie;Munoz;1981-10-06;M;F;70000,00;Bachelors;Professional;1;0;0;3;2014-01-28;10+ Miles
casey30;Casey;Moreno;1982-02-24;S;M;70000,00;Bachelors;Professional;0;0;0;3;2013-04-10;10+ Miles
henry14;Henry;Sullivan;1981-07-02;S;M;70000,00;Bachelors;Professional;1;0;0;3;2013-04-22;10+ Miles
harold15;Harold;Martinez;1979-10-11;S;M;60000,00;Bachelors;Professional;0;0;0;4;2013-08-31;2-5 Miles
kevin30;Kevin;Yang;1986-01-30;S;M;80000,00;Bachelors;Professional;1;0;0;3;2013-04-25;10+ Miles
jocelyn6;Jocelyn;Coleman;1980-01-23;M;F;70000,00;Bachelors;Professional;1;0;0;4;2011-11-09;10+ Miles
donna12;Donna;Raje;1980-04-17;S;F;80000,00;Bachelors;Professional;1;0;0;3;2013-12-15;10+ Miles
cara16;Cara;Hu;1979-05-18;S;F;100000,00;High School;Management;1;0;5;2;2011-11-06;10+ Miles
fernando59;Fernando;Bryant;1978-10-03;M;M;100000,00;High School;Management;1;0;5;2;2011-11-25;10+ Miles
jessie13;Jessie;Zhou;1984-03-06;M;M;110000,00;Partial College;Management;1;0;5;3;2011-11-10;10+ Miles
carla15;Carla;Sullivan;1979-04-18;M;F;110000,00;Partial College;Management;0;0;5;3;2011-10-29;10+ Miles
colin5;Colin;Yang;1978-10-29;M;M;110000,00;Partial College;Management;1;0;5;3;2011-11-20;10+ Miles
lindsay14;Lindsay;Raje;1979-04-13;M;F;110000,00;Partial College;Management;1;0;5;3;2011-11-15;10+ Miles
gregory13;Gregory;Shan;1979-01-02;S;M;110000,00;Partial College;Management;1;0;5;3;2011-11-12;10+ Miles
laura13;Laura;Wu;1979-04-20;S;F;110000,00;Partial College;Management;1;0;5;3;2011-11-19;10+ Miles
kristi12;Kristi;Serrano;1978-08-12;S;F;120000,00;Partial High School;Professional;1;0;5;4;2011-11-30;10+ Miles
chloe35;Chloe;Johnson;1983-05-25;S;F;100000,00;High School;Management;1;0;5;3;2011-12-20;10+ Miles
marie45;Marie;Rubio;1977-01-11;S;F;80000,00;Bachelors;Professional;1;0;0;4;2013-03-05;10+ Miles
maurice22;Maurice;Raji;1976-11-07;S;M;80000,00;Bachelors;Professional;0;0;0;4;2013-11-05;10+ Miles
victoria29;Victoria;Cook;1976-08-03;S;F;90000,00;Bachelors;Professional;0;0;0;3;2011-12-19;10+ Miles
meredith31;Meredith;Alonso;1977-08-05;M;F;120000,00;Partial High School;Professional;0;0;5;4;2011-12-06;10+ Miles
jerome18;Jerome;Suarez;1977-12-31;M;M;120000,00;Partial High School;Professional;1;0;5;4;2011-12-25;10+ Miles
ruth19;Ruth;Garcia;1977-11-29;M;F;130000,00;High School;Management;1;4;5;4;2011-12-12;0-1 Miles
deborah15;Deborah;Shan;1976-10-12;S;F;100000,00;High School;Management;1;0;5;3;2011-12-17;10+ Miles
rafael30;Rafael;Yuan;1982-05-09;M;M;100000,00;High School;Management;1;0;5;3;2011-12-22;10+ Miles
jarrod10;Jarrod;Sara;1982-02-10;M;M;100000,00;High School;Management;1;0;5;4;2011-12-08;10+ Miles
theresa7;Theresa;Navarro;1975-09-30;M;F;110000,00;High School;Management;1;0;5;4;2011-12-15;10+ Miles
rodney7;Rodney;Gutierrez;1981-11-21;S;M;120000,00;Partial High School;Professional;1;0;5;4;2011-12-13;10+ Miles
bonnie20;Bonnie;Raje;1975-08-30;M;F;120000,00;Partial High School;Professional;1;0;5;4;2011-12-04;10+ Miles
diane13;Diane;Alonso;1975-09-12;M;F;130000,00;High School;Management;1;5;5;4;2013-11-01;0-1 Miles
gerald21;Gerald;Dominguez;1976-04-14;S;M;130000,00;Bachelors;Professional;1;5;5;4;2013-06-29;0-1 Miles
marcus96;Marcus;Stewart;1975-08-02;S;M;80000,00;Partial College;Professional;1;4;3;1;2013-09-25;2-5 Miles
luke34;Luke;Collins;1969-08-07;M;M;90000,00;Partial College;Professional;1;5;5;3;2013-10-04;2-5 Miles
stephanie45;Stephanie;Bryant;1970-02-04;M;F;100000,00;Partial College;Professional;1;5;2;0;2013-04-07;2-5 Miles
nathan47;Nathan;Young;1969-11-06;M;M;110000,00;Bachelors;Management;1;3;2;4;2013-07-15;1-2 Miles
olivia56;Olivia;Patterson;1975-05-01;M;F;130000,00;Bachelors;Management;1;3;2;3;2013-03-06;1-2 Miles
john42;John;Brown;1961-12-08;M;M;70000,00;Partial College;Professional;1;3;2;1;2013-05-12;5-10 Miles
thomas39;Thomas;Collins;1962-02-08;S;M;80000,00;Partial College;Professional;1;3;0;2;2013-08-12;2-5 Miles
emily29;Emily;Ross;1961-12-17;M;F;80000,00;Partial College;Professional;0;3;2;0;2013-08-19;0-1 Miles
noah32;Noah;Turner;1961-11-29;M;M;90000,00;Partial College;Professional;0;2;1;0;2013-08-17;5-10 Miles
isabella74;Isabella;Robinson;1967-02-19;S;F;90000,00;Partial College;Professional;1;2;1;0;2013-09-17;5-10 Miles
patricia13;Patricia;Prasad;1967-11-01;S;F;90000,00;Partial College;Professional;1;2;1;1;2013-10-16;5-10 Miles
abigail65;Abigail;Patterson;1939-07-15;M;F;90000,00;Bachelors;Management;1;4;0;1;2013-08-28;10+ Miles
patrick7;Patrick;Brooks;1939-08-17;S;M;130000,00;Graduate Degree;Management;0;1;2;3;2013-10-29;0-1 Miles
xavier84;Xavier;Stewart;1983-03-04;M;M;60000,00;Graduate Degree;Skilled Manual;1;1;0;0;2013-08-09;0-1 Miles
ryan29;Ryan;Chen;1977-11-21;M;M;60000,00;Graduate Degree;Skilled Manual;1;1;0;0;2013-08-24;0-1 Miles
jared17;Jared;Bailey;1977-07-14;M;M;60000,00;Graduate Degree;Professional;1;1;0;0;2013-08-13;2-5 Miles
jordan65;Jordan;Mitchell;1978-06-01;M;M;70000,00;Graduate Degree;Professional;1;1;0;0;2013-11-28;0-1 Miles
natalie19;Natalie;Ramirez;1977-12-11;S;F;70000,00;Graduate Degree;Professional;1;2;0;0;2013-12-17;2-5 Miles
bryan8;Bryan;Gray;1981-01-20;M;M;50000,00;Bachelors;Skilled Manual;1;1;1;0;2013-08-05;0-1 Miles
timothy10;Timothy;Cooper;1976-02-20;M;M;50000,00;Bachelors;Skilled Manual;1;1;1;0;2012-06-04;0-1 Miles
amanda56;Amanda;Scott;1975-07-06;M;F;50000,00;Bachelors;Skilled Manual;1;1;1;0;2013-08-18;2-5 Miles
jessica60;Jessica;White;1975-09-01;M;F;50000,00;Bachelors;Skilled Manual;1;1;1;0;2013-08-02;0-1 Miles
taylor8;Taylor;Murphy;1981-05-03;M;F;50000,00;Bachelors;Skilled Manual;1;1;1;0;2013-08-16;2-5 Miles
edward63;Edward;Butler;1975-08-05;M;M;50000,00;Bachelors;Skilled Manual;1;1;1;1;2013-09-01;0-1 Miles
marcus57;Marcus;Perry;1975-10-19;M;M;60000,00;Graduate Degree;Professional;1;1;0;0;2012-06-09;2-5 Miles
blake67;Blake;Russell;1974-12-23;S;M;50000,00;Bachelors;Skilled Manual;1;2;2;0;2013-08-19;2-5 Miles
kaylee28;Kaylee;Campbell;1976-08-11;M;F;70000,00;Graduate Degree;Professional;1;2;0;0;2013-12-05;0-1 Miles
xavier30;Xavier;Baker;1976-09-03;M;M;70000,00;Graduate Degree;Professional;1;3;0;0;2013-12-25;0-1 Miles
christina8;Christina;Cox;1975-04-18;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2013-07-31;0-1 Miles
taylor46;Taylor;Diaz;1975-04-06;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2013-08-14;0-1 Miles
taylor33;Taylor;Perry;1974-06-13;M;F;70000,00;Bachelors;Skilled Manual;1;2;2;0;2012-12-28;2-5 Miles
kaitlyn47;Kaitlyn;Stewart;1979-09-03;S;F;70000,00;Bachelors;Skilled Manual;0;2;2;0;2013-02-22;0-1 Miles
isaiah0;Isaiah;Watson;1973-11-20;M;M;70000,00;Bachelors;Skilled Manual;1;2;2;1;2013-03-18;2-5 Miles
james50;James;Evans;1974-02-18;S;M;70000,00;Bachelors;Skilled Manual;1;2;2;1;2012-06-18;2-5 Miles
lacey7;Lacey;Rai;1974-04-06;S;F;70000,00;Bachelors;Skilled Manual;1;2;2;1;2013-02-28;2-5 Miles
jodi12;Jodi;Pal;1974-06-26;S;F;70000,00;Bachelors;Skilled Manual;1;2;2;1;2013-04-11;2-5 Miles
eric9;Eric;Rothenberg;1974-04-06;S;F;70000,00;Bachelors;Skilled Manual;0;2;2;1;2013-04-27;0-1 Miles
rachel51;Rachel;Ross;1983-10-01;S;F;40000,00;Bachelors;Professional;1;0;0;1;2012-06-06;2-5 Miles
julia55;Julia;Cox;1975-09-09;M;F;60000,00;Graduate Degree;Professional;1;1;0;0;2012-06-20;0-1 Miles
ronald23;Ronald;Sanchez;1981-02-09;M;M;70000,00;Graduate Degree;Professional;1;4;0;0;2013-04-19;2-5 Miles
fernando48;Fernando;Ross;1981-03-03;S;M;70000,00;Graduate Degree;Professional;1;4;0;0;2013-05-06;2-5 Miles
dylan12;Dylan;Washington;1981-10-19;M;M;70000,00;Graduate Degree;Professional;1;4;0;0;2013-06-22;0-1 Miles
samuel13;Samuel;Butler;1978-02-22;S;M;50000,00;Bachelors;Skilled Manual;0;2;2;1;2013-08-02;0-1 Miles
natalie82;Natalie;Martin;1978-10-29;S;F;50000,00;Bachelors;Skilled Manual;0;2;2;1;2013-08-02;0-1 Miles
carlos25;Carlos;Parker;1972-03-20;M;M;60000,00;Bachelors;Skilled Manual;1;3;3;0;2013-04-13;2-5 Miles
trinity14;Trinity;Bailey;1977-08-09;S;F;60000,00;Bachelors;Skilled Manual;1;3;3;0;2013-08-06;2-5 Miles
martha7;Martha;Lin;1982-09-20;S;F;60000,00;Bachelors;Skilled Manual;1;3;3;1;2013-08-13;2-5 Miles
dakota5;Dakota;Jenkins;1971-11-11;M;M;60000,00;Graduate Degree;Professional;1;0;0;0;2013-03-25;2-5 Miles
ashley10;Ashley;Anderson;1977-07-15;S;F;60000,00;Graduate Degree;Professional;1;0;0;0;2012-06-21;2-5 Miles
walter19;Walter;Moreno;1974-10-26;S;M;70000,00;Graduate Degree;Professional;1;5;5;2;2013-02-01;2-5 Miles
john44;John;Davis;1975-04-15;M;M;80000,00;Graduate Degree;Professional;1;2;0;0;2013-07-11;0-1 Miles
amanda54;Amanda;Mitchell;1975-02-18;M;F;80000,00;Graduate Degree;Professional;1;3;0;0;2013-07-01;0-1 Miles
olivia21;Olivia;Lee;1974-07-28;M;F;80000,00;Graduate Degree;Professional;1;3;0;0;2013-07-25;0-1 Miles
mariah13;Mariah;Powell;1970-07-01;M;F;40000,00;Bachelors;Professional;0;0;0;1;2013-08-27;0-1 Miles
lucas1;Lucas;Nelson;1970-10-05;S;M;40000,00;Bachelors;Professional;1;0;0;1;2013-08-04;2-5 Miles
rebecca9;Rebecca;Campbell;1970-08-04;S;F;40000,00;Bachelors;Professional;0;0;0;1;2013-10-25;2-5 Miles
steven17;Steven;Ramirez;1971-03-11;M;M;50000,00;Bachelors;Skilled Manual;1;3;3;1;2014-01-17;2-5 Miles
connor41;Connor;Green;1976-07-04;M;M;50000,00;Bachelors;Skilled Manual;1;3;3;2;2013-06-01;2-5 Miles
nathaniel5;Nathaniel;Torres;1971-05-04;M;M;50000,00;Bachelors;Skilled Manual;1;3;3;2;2013-12-14;2-5 Miles
eduardo0;Eduardo;Smith;1970-08-14;M;M;60000,00;Graduate Degree;Professional;1;0;0;0;2013-03-23;0-1 Miles
john55;John;Lewis;1976-12-02;M;M;60000,00;Graduate Degree;Professional;1;0;0;0;2013-10-04;0-1 Miles
zachary6;Zachary;Perry;1971-03-10;S;M;60000,00;Graduate Degree;Professional;0;0;0;1;2013-08-27;0-1 Miles
daniel7;Daniel;Anderson;1969-10-10;M;M;60000,00;Bachelors;Skilled Manual;1;4;4;2;2013-03-01;2-5 Miles
joshua6;Joshua;Brown;1969-08-07;M;M;60000,00;Bachelors;Skilled Manual;1;4;4;2;2013-12-25;2-5 Miles
ethan13;Ethan;Gonzales;1969-12-19;M;M;60000,00;Bachelors;Skilled Manual;0;4;4;2;2013-02-04;0-1 Miles
stefanie7;Stefanie;Schmidt;1970-06-25;M;F;60000,00;Bachelors;Skilled Manual;1;4;4;3;2013-12-11;10+ Miles
darren4;Darren;Chandra;1975-03-16;M;M;60000,00;Bachelors;Skilled Manual;1;4;4;3;2013-05-27;5-10 Miles
hunter19;Hunter;Wang;1969-08-12;S;M;60000,00;Bachelors;Skilled Manual;0;4;2;2;2013-08-04;0-1 Miles
marcus32;Marcus;Scott;1970-01-30;M;M;60000,00;Bachelors;Skilled Manual;1;4;2;2;2013-08-04;2-5 Miles
liz0;Liz;Anderson;1981-01-16;S;F;60000,00;Bachelors;Skilled Manual;0;4;2;2;2013-08-27;0-1 Miles
oscar12;Oscar;Ross;1969-03-07;S;M;70000,00;Bachelors;Skilled Manual;0;4;2;2;2013-07-20;0-1 Miles
seth13;Seth;White;1968-11-22;S;M;70000,00;Bachelors;Professional;1;4;2;2;2013-08-08;2-5 Miles
shane22;Shane;Rodriguez;1968-08-20;M;M;70000,00;Bachelors;Professional;1;4;2;2;2013-10-01;2-5 Miles
kevin41;Kevin;Roberts;1974-03-02;M;M;70000,00;Bachelors;Professional;0;0;0;1;2013-04-01;0-1 Miles
haley48;Haley;Gonzalez;1973-09-15;S;F;70000,00;Bachelors;Professional;1;0;0;1;2013-08-28;2-5 Miles
danielle26;Danielle;Stewart;1973-07-07;S;F;70000,00;Bachelors;Professional;0;0;0;1;2013-08-19;2-5 Miles
devin14;Devin;Thompson;1980-03-05;S;M;70000,00;Bachelors;Professional;1;4;2;3;2012-07-30;2-5 Miles
samuel31;Samuel;Evans;1968-12-09;M;M;70000,00;Bachelors;Professional;0;0;0;1;2013-08-05;0-1 Miles
andres11;Andres;Raje;1980-05-07;M;M;40000,00;Bachelors;Skilled Manual;1;1;1;0;2012-01-27;1-2 Miles
ebony41;Ebony;Sanz;1979-07-05;M;F;40000,00;Bachelors;Skilled Manual;1;1;1;0;2012-02-24;1-2 Miles
colin6;Colin;Huang;1980-01-18;M;M;40000,00;Bachelors;Skilled Manual;1;1;1;0;2012-02-17;1-2 Miles
kathleen15;Kathleen;Gill;1983-09-13;S;F;10000,00;Partial High School;Manual;0;0;0;2;2012-02-18;1-2 Miles
christine15;Christine;Beck;1983-07-13;S;F;20000,00;Partial High School;Manual;0;0;0;2;2013-03-12;0-1 Miles
henry3;Henry;Kapoor;1977-12-20;S;M;20000,00;Partial High School;Manual;0;0;0;2;2013-08-08;0-1 Miles
kristina7;Kristina;Arun;1979-03-13;M;F;40000,00;Bachelors;Skilled Manual;1;1;1;1;2012-05-04;0-1 Miles
chelsea12;Chelsea;Ray;1984-03-02;S;F;40000,00;Graduate Degree;Skilled Manual;0;0;0;0;2012-02-23;1-2 Miles
ricky2;Ricky;Ruiz;1978-06-23;S;M;30000,00;High School;Manual;1;0;0;1;2012-02-24;2-5 Miles
lawrence2;Lawrence;Alvarez;1978-02-17;S;M;30000,00;High School;Manual;0;0;0;1;2012-05-20;1-2 Miles
regina12;Regina;Subram;1978-01-01;S;F;30000,00;High School;Manual;0;0;0;1;2012-05-09;2-5 Miles
hailey29;Hailey;Perry;1977-01-05;S;F;10000,00;Partial High School;Manual;1;0;0;2;2013-08-09;1-2 Miles
kellie15;Kellie;Serrano;1977-10-22;S;F;40000,00;Partial College;Clerical;1;2;2;0;2012-06-29;1-2 Miles
cedric13;Cedric;Zhu;1977-06-24;S;M;20000,00;Partial High School;Manual;0;0;0;2;2013-07-20;1-2 Miles
ebony3;Ebony;Vance;1976-07-07;S;F;20000,00;Partial High School;Manual;1;0;0;2;2013-07-24;1-2 Miles
linda24;Linda;Romero;1976-10-01;S;F;20000,00;Partial High School;Manual;1;0;0;2;2013-12-15;1-2 Miles
beth11;Beth;Romero;1982-08-14;S;F;30000,00;High School;Manual;0;0;0;1;2012-06-14;2-5 Miles
arturo10;Arturo;Ye;1975-07-13;S;M;40000,00;Partial College;Clerical;1;2;2;0;2013-11-18;0-1 Miles
cedric33;Cedric;Chande;1976-06-12;S;M;40000,00;Partial College;Clerical;1;2;2;0;2013-06-05;1-2 Miles
aimee7;Aimee;Zhou;1977-04-18;M;F;40000,00;Partial College;Clerical;0;2;2;1;2013-06-20;0-1 Miles
aaron31;Aaron;Shan;1976-12-12;S;M;40000,00;Partial College;Clerical;1;2;2;2;2013-06-03;1-2 Miles
andre4;Andre;Kovár;1975-12-12;S;M;50000,00;Graduate Degree;Skilled Manual;0;0;0;0;2013-03-30;1-2 Miles
joshua25;Joshua;Walker;1986-03-21;S;M;40000,00;Partial College;Clerical;1;3;3;0;2013-03-05;0-1 Miles
sheena5;Sheena;Luo;1980-06-05;S;F;40000,00;Partial College;Clerical;1;3;3;2;2013-05-25;0-1 Miles
luis38;Luis;Phillips;1980-01-14;M;M;50000,00;Graduate Degree;Skilled Manual;1;0;0;0;2013-05-28;0-1 Miles
caitlin15;Caitlin;Cooper;1985-10-19;M;F;50000,00;Graduate Degree;Skilled Manual;1;0;0;0;2013-08-15;1-2 Miles
alexandra15;Alexandra;Howard;1980-12-10;S;F;40000,00;Partial College;Clerical;1;4;4;1;2012-07-09;1-2 Miles
victoria67;Victoria;Griffin;1934-12-31;M;F;20000,00;Partial College;Clerical;0;2;0;2;2014-01-21;1-2 Miles
alex5;Alex;Kelly;1977-07-18;M;M;60000,00;Graduate Degree;Skilled Manual;1;0;0;0;2013-09-27;0-1 Miles
kaitlyn8;Kaitlyn;Carter;1959-03-24;S;F;10000,00;High School;Manual;1;2;1;2;2013-03-10;1-2 Miles
kathryn8;Kathryn;Sharma;1958-12-07;M;F;10000,00;High School;Manual;1;2;1;2;2013-07-02;0-1 Miles
jocelyn15;Jocelyn;Foster;1959-03-26;S;F;20000,00;High School;Manual;1;2;0;2;2013-04-24;1-2 Miles
isabella81;Isabella;Stewart;1964-02-14;M;F;20000,00;High School;Manual;0;2;0;2;2013-10-05;0-1 Miles
arianna33;Arianna;Howard;1959-01-11;M;F;20000,00;High School;Manual;0;2;0;2;2013-10-30;0-1 Miles
amanda24;Amanda;Barnes;1958-08-29;M;F;20000,00;High School;Manual;0;2;0;2;2013-12-06;0-1 Miles
mariah4;Mariah;Price;1965-05-31;M;F;20000,00;Partial High School;Manual;0;2;0;2;2013-05-13;1-2 Miles
christina11;Christina;Torres;1976-02-20;M;F;20000,00;Partial High School;Manual;0;2;0;2;2013-03-28;1-2 Miles
melody15;Melody;Vazquez;1965-11-21;M;F;20000,00;Partial High School;Clerical;0;3;0;2;2013-12-04;0-1 Miles
stephanie24;Stephanie;Watson;1960-04-03;S;F;20000,00;Partial High School;Clerical;1;3;0;2;2013-04-16;1-2 Miles
joan11;Joan;Morgan;1959-10-13;M;F;30000,00;High School;Clerical;1;1;0;1;2013-11-29;2-5 Miles
katherine67;Katherine;King;1960-03-25;M;F;40000,00;Partial College;Clerical;1;1;0;1;2013-08-23;0-1 Miles
jermaine5;Jermaine;Arthur;1961-04-18;M;M;30000,00;High School;Clerical;0;1;0;2;2013-12-13;1-2 Miles
christian2;Christian;Simmons;1961-03-14;M;M;30000,00;High School;Clerical;0;1;0;2;2013-10-11;0-1 Miles
taylor23;Taylor;Kelly;1966-11-18;M;F;30000,00;High School;Clerical;0;1;0;2;2013-12-21;1-2 Miles
ian6;Ian;Davis;1960-11-08;M;M;30000,00;High School;Skilled Manual;1;2;0;2;2013-08-30;1-2 Miles
alex41;Alex;Lopez;1960-12-01;M;M;40000,00;Partial College;Clerical;1;1;0;1;2013-08-17;0-1 Miles
marcus70;Marcus;Griffin;1967-01-21;M;M;30000,00;High School;Skilled Manual;0;2;0;2;2013-09-03;0-1 Miles
alexia8;Alexia;Powell;1961-12-15;M;F;30000,00;High School;Skilled Manual;0;2;0;2;2014-01-01;0-1 Miles
jesse3;Jesse;Sanders;1972-08-29;M;M;30000,00;High School;Skilled Manual;1;2;0;2;2013-04-19;1-2 Miles
teresa17;Teresa;Serrano;1961-11-17;M;F;40000,00;Partial College;Clerical;1;1;0;1;2013-06-20;0-1 Miles
thomas21;Thomas;Alexander;1973-03-15;M;M;40000,00;Partial College;Clerical;1;1;0;1;2013-11-04;1-2 Miles
jonathan13;Jonathan;Washington;1967-11-09;M;M;40000,00;Partial College;Clerical;1;1;0;1;2013-05-17;1-2 Miles
jennifer22;Jennifer;King;1968-10-08;M;F;30000,00;High School;Skilled Manual;1;2;0;2;2013-12-15;1-2 Miles
lucas2;Lucas;Carter;1963-02-10;M;M;30000,00;High School;Skilled Manual;1;2;0;2;2013-06-19;1-2 Miles
christian43;Christian;Taylor;1962-07-16;M;M;30000,00;High School;Skilled Manual;0;2;0;2;2013-05-17;0-1 Miles
wyatt31;Wyatt;Lopez;1962-11-16;M;M;40000,00;Partial College;Clerical;1;1;0;1;2013-08-12;1-2 Miles
charles61;Charles;Morgan;1969-04-06;M;M;40000,00;Partial College;Clerical;1;2;0;1;2013-03-29;0-1 Miles
rachel13;Rachel;Thomas;1964-03-22;S;F;40000,00;Partial College;Clerical;1;2;0;1;2013-09-25;1-2 Miles
marshall37;Marshall;Nara;1963-08-24;S;M;40000,00;Partial College;Clerical;1;2;0;1;2013-09-19;1-2 Miles
michelle5;Michelle;Sanders;1963-10-01;M;F;40000,00;Partial College;Clerical;1;2;0;1;2013-05-13;0-1 Miles
